date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2017-03-15,29.0,12.0,0.0,11.6,6.0,3.9166666666666665,79.0,-0.375,22.666666666666668,22.458333333333332,23.416666666666668,15.375,3.25,21.875,0.0,1013.9583333333334,20.458333333333332,10.0,283.75,9.333333333333334
2017-03-16,31.0,16.0,0.0,11.6,6.0,4.166666666666667,72.0,2.5,23.666666666666668,23.666666666666668,24.458333333333332,14.666666666666666,4.75,25.333333333333332,0.0,1011.0416666666666,22.166666666666668,10.0,319.0416666666667,9.166666666666666
2017-03-17,29.0,15.0,0.0,11.6,6.0,3.9583333333333335,65.0,6.75,24.041666666666668,24.333333333333332,24.583333333333332,15.625,0.875,33.166666666666664,0.0,1010.375,21.083333333333332,10.0,316.375,11.75
2017-03-18,31.0,13.0,0.0,11.6,6.0,4.041666666666667,57.0,6.166666666666667,24.375,24.75,25.083333333333332,11.458333333333334,4.958333333333333,31.916666666666668,0.0,1009.8333333333334,21.583333333333332,10.0,263.0416666666667,7.833333333333333
2017-03-19,31.0,15.0,0.0,11.6,6.0,4.166666666666667,50.0,5.875,24.708333333333332,24.791666666666668,25.458333333333332,10.458333333333334,4.916666666666667,29.458333333333332,0.0,1010.9166666666666,22.666666666666668,10.0,275.0833333333333,6.458333333333333
2017-03-20,32.0,16.0,0.0,11.6,6.0,4.208333333333333,43.0,4.333333333333333,25.875,26.333333333333332,26.75,16.916666666666668,5.875,24.958333333333332,0.0,1011.9166666666666,23.583333333333332,10.0,294.75,11.416666666666666
2017-03-21,35.0,17.0,0.0,11.6,7.0,4.5,35.0,3.2916666666666665,27.208333333333332,27.125,28.375,17.166666666666668,4.5,21.291666666666668,0.0,1011.3333333333334,26.083333333333332,10.0,296.75,10.958333333333334
2017-03-22,37.0,19.0,0.0,11.6,7.0,4.791666666666667,28.0,3.125,28.416666666666668,28.458333333333332,29.833333333333332,18.125,9.916666666666666,19.5,0.0,1009.4583333333334,28.125,10.0,297.3333333333333,11.416666666666666
2017-03-23,38.0,21.0,0.0,11.6,7.0,4.958333333333333,21.0,6.291666666666667,31.458333333333332,31.375,32.583333333333336,14.583333333333334,2.5416666666666665,20.333333333333332,0.0,1008.5,29.041666666666668,10.0,275.0416666666667,8.916666666666666
2017-03-24,37.0,23.0,0.0,11.6,7.0,4.75,14.0,4.666666666666667,29.5,29.5,30.708333333333332,17.25,3.9166666666666665,20.416666666666668,0.0,1009.1666666666666,28.458333333333332,10.0,319.1666666666667,11.375
2017-03-25,37.0,20.0,0.0,11.6,7.0,4.791666666666667,6.0,3.4166666666666665,29.625,29.458333333333332,31.041666666666668,18.625,2.4583333333333335,17.833333333333332,0.0,1009.6666666666666,27.958333333333332,10.0,303.2083333333333,13.458333333333334
2017-03-26,38.0,22.0,0.0,11.6,7.0,4.875,0.0,2.4166666666666665,30.083333333333332,30.083333333333332,31.666666666666668,23.291666666666668,0.5,16.375,0.0,1010.0833333333334,29.166666666666668,10.0,302.0416666666667,15.833333333333334
2017-03-27,39.0,22.0,0.0,11.6,8.0,5.0,0.0,6.333333333333333,31.416666666666668,31.416666666666668,32.666666666666664,22.0,1.6666666666666667,19.875,0.0,1008.8333333333334,30.375,10.0,293.3333333333333,15.416666666666666
2017-03-28,41.0,25.0,0.0,11.6,8.0,5.125,1.0,6.541666666666667,34.5,34.5,35.541666666666664,18.041666666666668,0.0,17.833333333333332,0.0,1007.8333333333334,32.0,10.0,311.75,12.625
2017-03-29,41.0,25.0,0.0,11.6,8.0,5.208333333333333,8.0,7.166666666666667,34.375,34.375,35.291666666666664,19.166666666666668,0.041666666666666664,18.75,0.0,1006.2083333333334,32.166666666666664,10.0,301.875,14.0
2017-03-30,41.0,24.0,0.0,11.6,8.0,5.208333333333333,15.0,7.083333333333333,33.5,33.5,34.666666666666664,20.083333333333332,1.4583333333333333,19.166666666666668,0.0,1006.25,32.208333333333336,10.0,305.0416666666667,14.5
2017-03-31,40.0,26.0,0.0,10.2,8.0,5.083333333333333,19.0,5.291666666666667,33.333333333333336,33.333333333333336,34.625,15.583333333333334,25.583333333333332,16.958333333333332,0.0,1006.8333333333334,32.833333333333336,10.0,292.7916666666667,10.625
2017-04-01,41.0,25.0,0.0,10.2,8.0,5.125,31.0,3.5416666666666665,33.5,33.5,34.75,18.458333333333332,19.5,15.041666666666666,0.0,1004.4583333333334,32.625,10.0,293.1666666666667,12.625
2017-04-02,40.0,25.0,0.0,11.6,8.0,5.125,38.0,5.5,33.916666666666664,33.916666666666664,35.166666666666664,17.791666666666668,0.20833333333333334,16.541666666666668,0.0,1003.4583333333334,32.0,10.0,296.8333333333333,13.208333333333334
2017-04-03,40.0,24.0,0.0,11.6,8.0,5.208333333333333,46.0,3.7916666666666665,33.75,33.75,34.625,16.083333333333332,14.291666666666666,15.25,0.0,1003.9166666666666,32.125,10.0,256.0416666666667,10.958333333333334
2017-04-04,38.0,23.0,0.0,11.6,8.0,5.041666666666667,54.0,9.166666666666666,31.625,31.625,32.5,14.333333333333334,5.083333333333333,25.666666666666668,0.0375,1005.4583333333334,30.416666666666668,10.0,181.16666666666666,9.75
2017-04-05,39.0,24.0,0.0,11.6,8.0,5.0,61.0,12.916666666666666,32.0,32.0,32.208333333333336,21.625,4.875,33.166666666666664,0.012500000000000002,1003.7916666666666,30.833333333333332,10.0,120.875,15.416666666666666
2017-04-06,40.0,25.0,0.0,11.6,8.0,5.0,69.0,3.9583333333333335,31.625,31.625,32.541666666666664,23.666666666666668,0.125,20.041666666666668,0.0,1003.125,31.0,10.0,162.625,18.708333333333332
2017-04-07,35.0,22.0,0.0,11.6,7.0,4.666666666666667,76.0,2.0,30.166666666666668,30.166666666666668,31.291666666666668,13.916666666666666,1.5416666666666667,19.833333333333332,0.0,1007.0416666666666,28.166666666666668,10.0,228.20833333333334,10.333333333333334
2017-04-08,35.0,19.0,0.0,11.6,7.0,4.625,84.0,-5.5,29.916666666666668,29.625,31.25,15.166666666666666,0.0,10.041666666666666,0.0,1009.75,27.208333333333332,10.0,310.5,11.25
2017-04-09,34.0,20.0,0.0,11.6,7.0,4.541666666666667,91.0,-5.083333333333333,27.625,27.416666666666668,29.291666666666668,21.083333333333332,0.0,11.5,0.0,1010.1666666666666,26.75,10.0,312.25,16.125
2017-04-10,35.0,20.0,0.0,11.6,7.0,4.666666666666667,99.0,-3.7916666666666665,27.916666666666668,27.708333333333332,29.416666666666668,24.0,0.0,11.625,0.0,1008.25,27.5,10.0,302.3333333333333,18.583333333333332
2017-04-11,38.0,21.0,0.0,12.5,7.0,4.958333333333333,100.0,-3.4166666666666665,30.291666666666668,30.166666666666668,31.875,25.291666666666668,0.0,10.666666666666666,0.0,1006.1666666666666,29.75,10.0,301.0416666666667,18.833333333333332
2017-04-12,40.0,23.0,0.0,12.9,8.0,5.125,86.0,-0.9166666666666666,33.5,33.5,34.75,18.791666666666668,0.0,11.083333333333334,0.0,1005.25,31.583333333333332,10.0,246.625,14.125
2017-04-13,41.0,23.0,0.0,12.9,8.0,5.25,79.0,-1.2083333333333333,36.791666666666664,36.791666666666664,37.291666666666664,9.041666666666666,0.125,9.333333333333334,0.0,1005.5833333333334,32.125,10.0,270.4583333333333,6.708333333333333
2017-04-14,41.0,25.0,0.0,12.9,8.0,5.333333333333333,71.0,-1.0416666666666667,37.666666666666664,37.666666666666664,37.958333333333336,9.5,0.7916666666666666,9.0,0.0,1003.8333333333334,33.208333333333336,10.0,185.70833333333334,6.291666666666667
2017-04-15,43.0,26.0,0.0,12.9,8.0,5.541666666666667,63.0,-2.2916666666666665,39.208333333333336,39.208333333333336,39.0,14.5,0.0,7.625,0.0,1001.2916666666666,34.875,10.0,243.66666666666666,10.166666666666666
2017-04-16,43.0,27.0,0.0,12.9,8.0,5.541666666666667,56.0,1.75,39.916666666666664,39.916666666666664,39.625,11.625,0.0,10.041666666666666,0.0,1002.0416666666666,34.75,10.0,214.875,8.291666666666666
2017-04-17,43.0,27.0,0.0,12.9,8.0,5.5,48.0,5.375,39.333333333333336,39.333333333333336,38.916666666666664,11.541666666666666,0.0,14.458333333333334,0.0,1003.9166666666666,34.541666666666664,10.0,168.91666666666666,9.25
2017-04-18,44.0,27.0,0.0,13.0,9.0,5.583333333333333,41.0,2.125,40.75,40.75,40.208333333333336,12.833333333333334,0.0,10.75,0.0,1002.0833333333334,35.583333333333336,10.0,266.5416666666667,9.208333333333334
2017-04-19,44.0,28.0,0.0,13.0,9.0,5.541666666666667,33.0,3.375,39.958333333333336,39.958333333333336,39.708333333333336,15.125,0.125,11.208333333333334,0.0,1000.125,35.708333333333336,10.0,249.66666666666666,11.625
2017-04-20,44.0,29.0,0.0,13.0,9.0,5.666666666666667,26.0,9.083333333333334,41.5,41.5,40.583333333333336,13.666666666666666,0.25,15.916666666666666,0.0,998.25,36.708333333333336,10.0,249.91666666666666,10.375
2017-04-21,42.0,29.0,0.0,13.0,9.0,5.5,18.0,10.75,40.833333333333336,40.833333333333336,40.291666666666664,9.333333333333334,1.1666666666666667,17.625,0.0,999.125,35.791666666666664,10.0,211.16666666666666,7.208333333333333
